Seed	Name	Perfection	Weapon_Laser_Mining_Speed	Weapon_Laser_HeatTime	Weapon_Laser_Drain	Weapon_Laser_ReloadTime
0	Enhanced Photon Mirror	0.05		+6%
1	Enhanced Photon Mirror	0.1				-6%
2	Boosted Reflector Glass	0.2	+7%
3	Additional Cooling System	0.4				-9%
4	Additional Cooling System	0.4	+9%
5	Efficient Emission Chamber	0.1	+6%
6	Boosted Output Coupler	0.5		+15%
7	Enhanced Cooling System	0.2	+7%
8	Retuned Reflector Glass	0.1	+6%
9	Retuned Emission Chamber
10	Efficient Emission Chamber	0.1				-6%
11	Additional Photon Mirror	0.05		+6%
12	Additional Reflector Glass	0.05		+6%
13	Retuned Beam Capacitor	0.1				-6%
14	Retuned Lens Optics	0.05		+6%
15	Additional Lens Optics	0.2	+7%
16	Boosted Beam Capacitor	0.05		+6%
17	Efficient Diode Battery	0.1		+7%
18	Efficient Beam Amplifier	0.05			+1%
19	Boosted Photon Mirror	0.1		+6%	+1%
20	Retuned Diode Battery	0.55	+9%		+3%
21	Efficient Reflector Glass	0.35		+12%
22	Additional Cooling System	0.4	+9%
23	Enhanced Cooling System	0.05			+1%
24	Boosted Diode Battery	0.5	+10%
25	Efficient Lens Optics	0.1				-6%
26	Efficient Diode Battery	0.5	+10%
27	Enhanced Beam Amplifier	0.05		+6%
28	Efficient Lens Optics	0.1	+6%
29	Efficient Reflector Glass	0.25		+10%
30	Retuned Reflector Glass	0.1				-6%
31	Retuned Beam Capacitor	0.7	+7%			-10%
32	Enhanced Cooling System	0.5	+10%
33	Retuned Lens Optics	0.15	+6%	+6%
34	Enhanced Beam Amplifier	0.45			+9%
35	Enhanced Diode Battery	0.2	+7%
36	Efficient Diode Battery	0.3				-8%
37	Boosted Beam Capacitor	0.4	+9%
38	Additional Light Filter	0.15			+1%	-6%
39	Enhanced Photon Mirror	0.4		+13%
40	Enhanced Cooling System	0.1				-6%
41	Enhanced Output Coupler	0.5	+10%
42	Efficient Diode Battery	0.05		+6%
43	Enhanced Output Coupler	0.05			+1%
44	Retuned Beam Amplifier	0.45		+14%
45	Retuned Reflector Glass	0.35		+6%		-8%
46	Enhanced Diode Battery	0.2	+7%
47	Additional Photon Mirror	0.1				-6%
48	Efficient Beam Amplifier	0.1				-6%
49	Boosted Cooling System	0.25			+5%
50	Boosted Beam Capacitor	0.1			+2%
51	Additional Cooling System	0.05		+6%
52	Boosted Reflector Glass	0.1				-6%
53	Additional Photon Mirror	0.35			+7%
54	Additional Diode Battery	0.35		+8%	+4%
55	Additional Cooling System	0.55			+9%	-6%
56	Additional Lens Optics	0.15			+3%
57	Enhanced Output Coupler	0.1				-6%
58	Efficient Beam Capacitor	0.1	+6%
59	Retuned Cooling System	0.1				-6%
60	Retuned Diode Battery	0.2			+4%
61	Enhanced Output Coupler	0.05			+1%
62	Enhanced Reflector Glass	0.2				-7%
63	Additional Light Filter	0.2	+7%
64	Additional Output Coupler	0.25		+10%
65	Boosted Reflector Glass	0.4	+9%
66	Efficient Light Filter	0.2	+7%
67	Boosted Cooling System	0.2				-7%
68	Boosted Photon Mirror	0.3	+8%
69	Efficient Cooling System	0.1				-6%
70	Efficient Output Coupler	0.1				-6%
71	Retuned Lens Optics	0.05			+1%
72	Efficient Emission Chamber	0.3				-8%
73	Efficient Beam Capacitor	0.1				-6%
74	Boosted Reflector Glass	0.05		+6%
75	Efficient Beam Amplifier	0.1	+6%
76	Boosted Reflector Glass	0.1				-6%
77	Retuned Cooling System	0.15		+6%		-6%
78	Efficient Reflector Glass	0.1				-6%
79	Enhanced Beam Capacitor	0.05		+6%
80	Enhanced Light Filter	0.1	+6%
81	Efficient Cooling System	0.2				-7%
82	Boosted Diode Battery	0.2		+9%
83	Boosted Light Filter	0.1	+6%
84	Enhanced Light Filter	0.1				-6%
85	Additional Emission Chamber	0.1				-6%
86	Retuned Diode Battery	0.1				-6%
87	Efficient Beam Amplifier	0.65	+9%	+10%
88	Additional Diode Battery	0.1	+6%
89	Efficient Cooling System	0.05		+6%
90	Additional Output Coupler	0.4			+8%
91	Boosted Photon Mirror	0.05			+1%
92	Enhanced Output Coupler	0.1	+6%
93	Enhanced Lens Optics
94	Retuned Cooling System	0.2			+4%
95	Enhanced Photon Mirror	0.3	+8%
96	Enhanced Beam Amplifier	0.3	+8%
97	Efficient Photon Mirror	0.1			+2%
98	Retuned Output Coupler	0.2			+2%	-6%
99	Additional Light Filter	0.05			+1%
100	Additional Reflector Glass	0.2	+7%
101	Enhanced Beam Capacitor	0.05		+6%
102	Efficient Photon Mirror	0.4	+9%
103	Retuned Emission Chamber	0.5	+10%
104	Retuned Reflector Glass	0.05		+6%
105	Retuned Photon Mirror	0.4				-9%
106	Retuned Photon Mirror	0.1				-6%
107	Retuned Diode Battery	0.3	+8%
108	Enhanced Diode Battery	0.05		+6%
109	Retuned Emission Chamber	0.05		+6%
110	Efficient Reflector Glass	0.2				-7%
111	Boosted Lens Optics	0.1				-6%
112	Enhanced Photon Mirror	0.4	+9%
113	Additional Cooling System	0.1	+6%
114	Boosted Reflector Glass	0.05			+1%
115	Enhanced Reflector Glass	0.05			+1%
116	Enhanced Output Coupler	0.4			+8%
117	Additional Reflector Glass	0.1				-6%
118	Enhanced Output Coupler	0.1				-6%
119	Retuned Cooling System	0.1				-6%
120	Enhanced Beam Amplifier	0.05		+6%
121	Enhanced Output Coupler	0.05			+1%
122	Enhanced Cooling System	0.1			+2%
123	Retuned Output Coupler	0.1				-6%
124	Boosted Cooling System	0.1		+7%
125	Efficient Light Filter	0.4			+8%
126	Boosted Lens Optics	0.1	+6%
127	Enhanced Emission Chamber	0.2			+4%
128	Retuned Light Filter
129	Additional Light Filter	0.15			+1%	-6%
130	Additional Output Coupler	0.1				-6%
131	Retuned Photon Mirror	0.05			+1%
132	Retuned Output Coupler	0.1				-6%
133	Boosted Output Coupler	0.1				-6%
134	Enhanced Beam Capacitor	0.05		+6%
135	Efficient Light Filter	0.4	+9%
136	Enhanced Reflector Glass	0.55		+6%	+10%
137	Retuned Light Filter	0.05		+6%
138	Enhanced Beam Amplifier	0.05			+1%
139	Retuned Beam Capacitor	0.4	+9%
140	Enhanced Lens Optics	0.2		+9%
141	Boosted Diode Battery	0.1	+6%
142	Enhanced Lens Optics	0.1				-6%
143	Additional Reflector Glass	0.4	+9%
144	Retuned Light Filter
145	Additional Emission Chamber	0.4	+9%
146	Efficient Beam Amplifier	0.1				-6%
147	Retuned Cooling System	0.1	+6%
148	Additional Photon Mirror	0.35			+7%
