Seed	Name	Perfection	Ship_Armour_Shield_Strength
0	Oozing Rind	0.25	+9%
1	Oozing Rind	0.0	+7%
2	Blotchy Bark	0.0	+7%
3	Flaking Crust	0.0	+7%
4	Flaking Crust	0.5	+11%
5	Juvenile Skin	0.0	+7%
6	Blotchy Shell	0.0	+7%
7	Oozing Crust	0.125	+8%
8	Scabby Bark	0.375	+10%
9	Scabby Skin	0.0	+7%
10	Juvenile Skin	0.0	+7%
11	Flaking Rind	0.0	+7%
12	Flaking Bark	0.125	+8%
13	Scabby Teeth	0.0	+7%
14	Scabby Plating	0.0	+7%
15	Flaking Plating	0.0	+7%
16	Blotchy Teeth	0.625	+12%
17	Juvenile Carapace	0.5	+11%
18	Juvenile Scales	0.25	+9%
19	Blotchy Rind	0.0	+7%
20	Scabby Carapace	0.75	+13%
21	Juvenile Bark	0.375	+10%
22	Flaking Crust	0.5	+11%
23	Oozing Crust	0.0	+7%
24	Blotchy Carapace	0.0	+7%
25	Juvenile Plating	0.0	+7%
26	Juvenile Carapace	0.25	+9%
27	Oozing Scales	0.0	+7%
28	Juvenile Plating	0.0	+7%
29	Juvenile Bark	0.0	+7%
30	Scabby Bark	0.0	+7%
31	Scabby Teeth	0.125	+8%
32	Oozing Crust	0.25	+9%
33	Scabby Plating	0.25	+9%
34	Oozing Scales	0.0	+7%
35	Oozing Carapace	0.0	+7%
36	Juvenile Carapace	0.125	+8%
37	Blotchy Teeth	0.875	+14%
38	Flaking Husk	0.0	+7%
39	Oozing Rind	0.0	+7%
40	Oozing Crust	0.125	+8%
41	Oozing Shell	0.25	+9%
42	Juvenile Carapace	0.625	+12%
43	Oozing Shell	0.625	+12%
44	Scabby Scales	0.5	+11%
45	Scabby Bark	0.0	+7%
46	Oozing Carapace	0.0	+7%
47	Flaking Rind	0.0	+7%
48	Juvenile Scales	0.0	+7%
49	Blotchy Crust	0.0	+7%
50	Blotchy Teeth	0.5	+11%
51	Flaking Crust	0.0	+7%
52	Blotchy Bark	0.0	+7%
53	Flaking Rind	0.0	+7%
54	Flaking Carapace	0.0	+7%
55	Flaking Crust	0.0	+7%
56	Flaking Plating	0.0	+7%
57	Oozing Shell	0.125	+8%
58	Juvenile Teeth	0.125	+8%
59	Scabby Crust	0.0	+7%
60	Scabby Carapace	0.25	+9%
61	Oozing Shell	0.0	+7%
62	Oozing Bark	0.125	+8%
63	Flaking Husk	0.0	+7%
64	Flaking Shell	0.75	+13%
65	Blotchy Bark	0.125	+8%
66	Juvenile Husk	0.125	+8%
67	Blotchy Crust	0.125	+8%
68	Blotchy Rind	0.0	+7%
69	Juvenile Crust	0.0	+7%
70	Juvenile Shell	0.125	+8%
71	Scabby Plating	0.0	+7%
72	Juvenile Skin	0.0	+7%
73	Juvenile Teeth	0.0	+7%
74	Blotchy Bark	0.25	+9%
75	Juvenile Scales	0.0	+7%
76	Blotchy Bark	0.0	+7%
77	Scabby Crust	0.125	+8%
78	Juvenile Bark	0.0	+7%
79	Oozing Teeth	0.875	+14%
80	Oozing Husk	0.0	+7%
81	Juvenile Crust	0.125	+8%
82	Blotchy Carapace	0.25	+9%
83	Blotchy Husk	0.125	+8%
84	Oozing Husk	0.0	+7%
85	Flaking Skin	0.0	+7%
86	Scabby Carapace	0.0	+7%
87	Juvenile Scales	0.125	+8%
88	Flaking Carapace	0.375	+10%
89	Juvenile Crust	0.125	+8%
90	Flaking Shell	0.875	+14%
91	Blotchy Rind	0.0	+7%
92	Oozing Shell	0.0	+7%
93	Oozing Plating	0.0	+7%
94	Scabby Crust	0.0	+7%
95	Oozing Rind	0.125	+8%
96	Oozing Scales	0.0	+7%
97	Juvenile Rind	0.0	+7%
98	Scabby Shell	0.0	+7%
99	Flaking Husk	0.0	+7%
100	Flaking Bark	0.0	+7%
101	Oozing Teeth	0.625	+12%
102	Juvenile Rind	0.125	+8%
103	Scabby Skin	0.0	+7%
104	Scabby Bark	0.0	+7%
105	Scabby Rind	0.0	+7%
106	Scabby Rind	0.0	+7%
107	Scabby Carapace	0.25	+9%
108	Oozing Carapace	1.0	+15%
109	Scabby Skin	0.0	+7%
110	Juvenile Bark	0.0	+7%
111	Blotchy Plating	0.125	+8%
112	Oozing Rind	0.125	+8%
113	Flaking Crust	0.125	+8%
114	Blotchy Bark	0.0	+7%
115	Oozing Bark	0.0	+7%
116	Oozing Shell	0.0	+7%
117	Flaking Bark	0.0	+7%
118	Oozing Shell	0.0	+7%
119	Scabby Crust	0.0	+7%
120	Oozing Scales	0.0	+7%
121	Oozing Shell	0.5	+11%
122	Oozing Crust	0.25	+9%
123	Scabby Shell	0.0	+7%
124	Blotchy Crust	0.125	+8%
125	Juvenile Husk	0.0	+7%
126	Blotchy Plating	0.625	+12%
127	Oozing Skin	0.0	+7%
128	Scabby Husk	0.25	+9%
129	Flaking Husk	0.0	+7%
130	Flaking Shell	0.0	+7%
131	Scabby Rind	0.875	+14%
132	Scabby Shell	0.0	+7%
133	Blotchy Shell	0.0	+7%
134	Oozing Teeth	0.125	+8%
135	Juvenile Husk	0.0	+7%
136	Oozing Bark	0.0	+7%
137	Scabby Husk	0.125	+8%
138	Oozing Scales	0.0	+7%
139	Scabby Teeth	0.875	+14%
140	Oozing Plating	0.25	+9%
141	Blotchy Carapace	0.125	+8%
142	Oozing Plating	0.0	+7%
143	Flaking Bark	0.125	+8%
144	Scabby Husk	0.0	+7%
145	Flaking Skin	0.0	+7%
146	Juvenile Scales	0.0	+7%
147	Scabby Crust	0.125	+8%
148	Flaking Rind	0.0	+7%
149	Blotchy Teeth	0.0	+7%
150	Flaking Scales	0.125	+8%
151	Blotchy Teeth	0.25	+9%
152	Blotchy Rind	0.0	+7%
153	Flaking Carapace	0.0	+7%
154	Flaking Shell	0.0	+7%
155	Juvenile Shell	0.125	+8%
156	Blotchy Crust	0.5	+11%
157	Scabby Scales	0.5	+11%
158	Blotchy Carapace	0.625	+12%
159	Scabby Rind	0.0	+7%
160	Blotchy Rind	0.625	+12%
161	Blotchy Crust	0.5	+11%
162	Blotchy Bark	0.0	+7%
163	Oozing Scales	0.0	+7%
164	Flaking Rind	0.125	+8%
165	Scabby Crust	0.0	+7%
166	Scabby Bark	0.5	+11%
167	Oozing Carapace	0.0	+7%
168	Oozing Plating	0.125	+8%
169	Flaking Husk	0.0	+7%
170	Juvenile Skin	0.5	+11%
171	Juvenile Plating	0.125	+8%
172	Blotchy Skin	0.125	+8%
173	Oozing Husk	0.875	+14%
174	Blotchy Shell	0.0	+7%
175	Scabby Bark	0.125	+8%
176	Flaking Plating	0.0	+7%
177	Oozing Shell	0.125	+8%
178	Juvenile Plating	0.125	+8%
179	Scabby Husk	0.0	+7%
180	Flaking Skin	0.125	+8%
181	Juvenile Husk	0.0	+7%
182	Juvenile Crust	0.0	+7%
183	Scabby Teeth	0.5	+11%
184	Flaking Crust	0.375	+10%
185	Flaking Shell	0.875	+14%
186	Blotchy Teeth	0.0	+7%
187	Flaking Plating	0.0	+7%
188	Juvenile Crust	0.125	+8%
189	Oozing Skin	0.0	+7%
190	Juvenile Skin	0.0	+7%
191	Juvenile Scales	0.0	+7%
192	Juvenile Carapace	0.5	+11%
193	Blotchy Crust	0.375	+10%
194	Flaking Carapace	0.0	+7%
195	Oozing Plating	0.0	+7%
196	Scabby Plating	0.0	+7%
197	Juvenile Shell	0.0	+7%
198	Juvenile Rind	0.375	+10%
199	Flaking Skin	0.0	+7%
200	Juvenile Scales	0.125	+8%
201	Juvenile Shell	0.25	+9%
202	Scabby Shell	0.0	+7%
203	Juvenile Skin	0.5	+11%
204	Juvenile Crust	0.0	+7%
205	Oozing Husk	0.0	+7%
206	Scabby Skin	0.0	+7%
207	Blotchy Rind	0.0	+7%
208	Juvenile Shell	0.0	+7%
209	Scabby Husk	0.0	+7%
210	Scabby Scales	0.125	+8%
211	Scabby Crust	0.0	+7%
212	Oozing Rind	0.0	+7%
213	Flaking Skin	0.25	+9%
214	Juvenile Scales	0.125	+8%
215	Flaking Husk	0.125	+8%
216	Blotchy Carapace	0.0	+7%
217	Juvenile Plating	0.875	+14%
218	Oozing Crust	0.0	+7%
219	Juvenile Skin	0.0	+7%
220	Scabby Teeth	0.0	+7%
221	Flaking Teeth	0.0	+7%
222	Scabby Plating	0.875	+14%
223	Blotchy Plating	0.0	+7%
224	Flaking Bark	0.0	+7%
225	Oozing Skin	0.125	+8%
226	Juvenile Bark	0.0	+7%
227	Oozing Teeth	0.25	+9%
228	Oozing Carapace	0.125	+8%
229	Juvenile Shell	0.0	+7%
230	Scabby Teeth	0.0	+7%
231	Scabby Scales	0.0	+7%
232	Oozing Rind	0.5	+11%
233	Flaking Teeth	0.625	+12%
234	Blotchy Bark	0.0	+7%
235	Oozing Rind	0.5	+11%
236	Blotchy Plating	0.0	+7%
237	Scabby Skin	0.0	+7%
238	Scabby Crust	0.0	+7%
239	Blotchy Carapace	0.0	+7%
240	Scabby Carapace	0.0	+7%
241	Juvenile Rind	0.5	+11%
242	Scabby Shell	0.0	+7%
243	Blotchy Shell	0.0	+7%
244	Flaking Carapace	0.0	+7%
245	Blotchy Shell	0.0	+7%
246	Flaking Plating	0.125	+8%
247	Juvenile Carapace	0.875	+14%
248	Oozing Rind	0.0	+7%
249	Scabby Bark	0.0	+7%
250	Oozing Bark	0.125	+8%
251	Juvenile Rind	0.125	+8%
252	Blotchy Teeth	0.0	+7%
253	Flaking Skin	0.125	+8%
254	Scabby Plating	0.25	+9%
255	Blotchy Carapace	0.125	+8%
256	Oozing Skin	0.875	+14%
257	Oozing Carapace	0.0	+7%
258	Juvenile Bark	0.0	+7%
259	Scabby Bark	0.125	+8%
260	Scabby Bark	0.0	+7%
261	Oozing Scales	0.0	+7%
262	Oozing Rind	0.0	+7%
263	Scabby Teeth	0.125	+8%
264	Oozing Rind	0.0	+7%
265	Blotchy Husk	0.5	+11%
266	Oozing Bark	0.125	+8%
267	Flaking Scales	0.0	+7%
268	Oozing Husk	0.125	+8%
269	Blotchy Teeth	0.0	+7%
270	Scabby Plating	0.125	+8%
271	Oozing Crust	0.5	+11%
272	Scabby Husk	0.0	+7%
273	Scabby Scales	0.0	+7%
274	Scabby Shell	0.0	+7%
275	Blotchy Shell	0.25	+9%
276	Blotchy Skin	0.25	+9%
277	Flaking Husk	0.0	+7%
278	Blotchy Scales	0.625	+12%
279	Juvenile Plating	0.125	+8%
280	Flaking Rind	0.125	+8%
281	Blotchy Crust	0.125	+8%
282	Oozing Crust	0.0	+7%
283	Oozing Skin	0.25	+9%
284	Oozing Crust	0.5	+11%
285	Scabby Plating	0.0	+7%
286	Oozing Bark	0.0	+7%
287	Oozing Shell	0.0	+7%
288	Oozing Carapace	0.125	+8%
289	Scabby Carapace	0.0	+7%
290	Flaking Teeth	0.375	+10%
291	Blotchy Teeth	0.125	+8%
292	Flaking Carapace	0.0	+7%
293	Blotchy Bark	0.875	+14%
294	Flaking Teeth	0.125	+8%
295	Flaking Teeth	0.0	+7%
296	Oozing Husk	0.0	+7%
297	Blotchy Rind	0.0	+7%
298	Flaking Carapace	0.0	+7%
299	Blotchy Plating	0.125	+8%
300	Juvenile Plating	0.0	+7%
301	Scabby Bark	0.375	+10%
302	Juvenile Skin	0.875	+14%
303	Juvenile Scales	0.125	+8%
304	Scabby Plating	0.0	+7%
305	Blotchy Husk	0.0	+7%
306	Blotchy Skin	0.125	+8%
307	Blotchy Husk	0.0	+7%
308	Scabby Carapace	0.0	+7%
309	Juvenile Carapace	0.0	+7%
310	Flaking Rind	0.125	+8%
311	Flaking Crust	0.5	+11%
312	Juvenile Crust	0.0	+7%
313	Oozing Bark	0.125	+8%
314	Juvenile Rind	0.125	+8%
315	Blotchy Crust	0.0	+7%
316	Juvenile Skin	0.0	+7%
317	Oozing Skin	0.0	+7%
318	Flaking Rind	0.125	+8%
319	Oozing Shell	0.5	+11%
320	Flaking Teeth	0.0	+7%
321	Oozing Rind	0.0	+7%
322	Flaking Carapace	0.0	+7%
323	Blotchy Crust	0.125	+8%
324	Flaking Teeth	0.0	+7%
325	Juvenile Teeth	0.0	+7%
326	Juvenile Husk	0.375	+10%
327	Blotchy Scales	0.0	+7%
328	Scabby Bark	0.375	+10%
329	Scabby Husk	0.0	+7%
330	Juvenile Husk	0.0	+7%
331	Blotchy Plating	0.0	+7%
332	Scabby Teeth	0.875	+14%
333	Scabby Plating	0.25	+9%
334	Oozing Rind	0.0	+7%
335	Juvenile Shell	0.125	+8%
336	Blotchy Rind	0.0	+7%
337	Juvenile Carapace	0.125	+8%
338	Flaking Carapace	0.0	+7%
339	Oozing Teeth	0.0	+7%
340	Blotchy Bark	0.125	+8%
341	Flaking Carapace	0.0	+7%
342	Blotchy Crust	0.375	+10%
343	Scabby Bark	0.375	+10%
344	Scabby Scales	0.0	+7%
345	Blotchy Crust	0.375	+10%
346	Blotchy Husk	0.25	+9%
347	Scabby Bark	0.0	+7%
348	Scabby Carapace	0.0	+7%
349	Oozing Shell	0.0	+7%
350	Juvenile Scales	0.0	+7%
351	Juvenile Teeth	0.0	+7%
352	Scabby Husk	0.125	+8%
353	Scabby Bark	0.125	+8%
354	Scabby Crust	0.0	+7%
355	Blotchy Scales	0.0	+7%
356	Blotchy Plating	0.0	+7%
357	Flaking Crust	0.875	+14%
358	Oozing Teeth	0.0	+7%
359	Oozing Plating	0.375	+10%
360	Scabby Skin	0.125	+8%
361	Oozing Teeth	0.125	+8%
362	Blotchy Crust	0.0	+7%
363	Oozing Scales	0.0	+7%
364	Scabby Bark	0.0	+7%
365	Blotchy Skin	0.125	+8%
366	Oozing Shell	0.0	+7%
367	Flaking Plating	0.25	+9%
368	Scabby Bark	0.25	+9%
369	Flaking Teeth	0.125	+8%
370	Juvenile Rind	0.125	+8%
371	Flaking Scales	0.75	+13%
372	Juvenile Rind	0.0	+7%
373	Blotchy Skin	0.125	+8%
374	Flaking Rind	0.0	+7%
375	Juvenile Shell	0.0	+7%
376	Blotchy Scales	0.625	+12%
377	Flaking Scales	0.0	+7%
378	Oozing Rind	0.0	+7%
379	Oozing Teeth	0.0	+7%
380	Blotchy Shell	0.0	+7%
381	Flaking Rind	0.0	+7%
382	Flaking Husk	0.0	+7%
383	Oozing Rind	0.375	+10%
384	Oozing Shell	0.25	+9%
385	Oozing Skin	0.125	+8%
386	Blotchy Shell	0.0	+7%
387	Scabby Carapace	0.0	+7%
388	Scabby Teeth	0.0	+7%
389	Juvenile Bark	0.0	+7%
390	Oozing Bark	0.625	+12%
391	Scabby Rind	0.0	+7%
392	Flaking Rind	0.0	+7%
393	Scabby Teeth	0.0	+7%
394	Oozing Rind	0.5	+11%
395	Scabby Plating	0.0	+7%
