Seed	Name	Perfection	Ship_Weapons_Guns_Damage	Ship_Weapons_Guns_Rate	Ship_Weapons_Guns_HeatTime
0	Intumescent Cavity	0.0	+5%	+2%	
1	Intumescent Cavity	0.333	+5%	+2%	+3%
2	Swelling Gills	0.667	+7%		+3%
3	Expansive Crevice	0.333		+2%	+3%
4	Expansive Crevice	0.0	+5%	+2%	
5	Capacious Pouch	0.5	+6%		+3%
6	Swelling Lips	0.667		+3%	+3%
7	Intumescent Crevice	0.667	+7%		+3%
8	Sweet-Smelling Gills	0.833	+6%	+3%	+3%
9	Sweet-Smelling Pouch	0.333		+2%	+3%
10	Capacious Pouch	0.333		+2%	+3%
11	Expansive Cavity	0.333		+2%	+3%
12	Expansive Gills	0.333	+5%	+2%	+3%
13	Sweet-Smelling Vent Chamber	0.5	+6%		+3%
14	Sweet-Smelling Mouth	0.333		+2%	+3%
15	Expansive Mouth	0.667	+7%		+3%
16	Swelling Vent Chamber	0.0	+5%	+2%	
17	Capacious Beak	0.333	+5%	+2%	+3%
18	Capacious Gas Sac	0.667	+5%	+3%	+3%
19	Swelling Cavity	0.333	+5%	+2%	+3%
20	Sweet-Smelling Beak	0.667	+5%	+3%	+3%
21	Capacious Gills	0.667	+7%	+2%	+3%
22	Expansive Crevice	0.0	+5%	+2%	
23	Intumescent Crevice	0.333		+2%	+3%
24	Swelling Beak	0.333		+2%	+3%
25	Capacious Mouth	0.333		+2%	+3%
26	Capacious Beak	0.333	+7%	+2%	
27	Intumescent Gas Sac	0.333		+2%	+3%
28	Capacious Mouth	0.5	+6%	+2%	+3%
29	Capacious Gills	0.333		+2%	+3%
30	Sweet-Smelling Gills	0.333	+5%		+3%
31	Sweet-Smelling Vent Chamber	0.333	+5%	+2%	+3%
32	Intumescent Crevice	0.333	+7%	+2%	
33	Sweet-Smelling Mouth	0.333	+5%	+2%	+3%
34	Intumescent Gas Sac	0.667		+3%	+3%
35	Intumescent Beak	0.5	+6%		+3%
36	Capacious Beak	0.333	+5%		+3%
37	Swelling Vent Chamber	0.0	+5%	+2%	
38	Expansive Cyst	0.333	+5%	+2%	+3%
39	Intumescent Cavity	0.667		+3%	+3%
40	Intumescent Crevice	0.0	+5%	+2%	
41	Intumescent Lips	0.0	+5%	+2%	
42	Capacious Beak	0.0	+5%	+2%	
43	Intumescent Lips	0.333	+5%	+2%	+3%
44	Sweet-Smelling Gas Sac	0.333	+5%	+3%	
45	Sweet-Smelling Gills	0.333	+5%	+2%	+3%
46	Intumescent Beak	0.333	+5%		+3%
47	Expansive Cavity	0.333		+2%	+3%
48	Capacious Gas Sac	0.333		+2%	+3%
49	Swelling Crevice	0.333		+2%	+3%
50	Swelling Vent Chamber	0.0	+5%	+2%	
51	Expansive Crevice	0.333		+2%	+3%
52	Swelling Gills	0.333		+2%	+3%
53	Expansive Cavity	0.667		+3%	+3%
54	Expansive Beak	0.5	+6%	+2%	+3%
55	Expansive Crevice	0.667	+7%	+2%	+3%
56	Expansive Mouth	0.5	+6%		+3%
57	Intumescent Lips	0.167	+6%	+2%	
58	Capacious Vent Chamber	0.167	+6%	+2%	
59	Sweet-Smelling Crevice	0.333		+2%	+3%
60	Sweet-Smelling Beak	0.167	+6%	+2%	
61	Intumescent Lips	0.333	+5%		+3%
62	Intumescent Gills	0.333	+5%	+3%	
63	Expansive Cyst	0.333	+5%		+3%
64	Expansive Lips	0.167	+6%	+2%	
65	Swelling Gills	0.667	+7%		+3%
66	Capacious Cyst	0.333	+7%	+2%	
67	Swelling Crevice	0.0	+5%	+2%	
68	Swelling Cavity	0.333	+5%		+3%
69	Capacious Crevice	0.333	+5%	+2%	+3%
70	Capacious Lips	0.333	+5%		+3%
71	Sweet-Smelling Mouth	0.333		+2%	+3%
72	Capacious Pouch	0.333		+2%	+3%
73	Capacious Vent Chamber	0.333		+2%	+3%
74	Swelling Gills	0.0	+5%	+2%	
75	Capacious Gas Sac	0.667		+3%	+3%
76	Swelling Gills	0.667		+3%	+3%
77	Sweet-Smelling Crevice	0.333	+5%	+2%	+3%
78	Capacious Gills	0.333		+2%	+3%
79	Intumescent Vent Chamber	0.333	+5%	+2%	+3%
80	Intumescent Cyst	0.333	+5%		+3%
81	Capacious Crevice	0.0	+5%	+2%	
82	Swelling Beak	0.167	+6%	+2%	
83	Swelling Cyst	0.667	+7%		+3%
84	Intumescent Cyst	0.333		+2%	+3%
85	Expansive Pouch	0.333	+5%		+3%
86	Sweet-Smelling Beak	0.333	+5%		+3%
87	Capacious Gas Sac	0.5	+6%	+2%	+3%
88	Expansive Beak	0.333	+5%	+2%	+3%
89	Capacious Crevice	0.333	+5%		+3%
90	Expansive Lips	0.333	+7%	+2%	
91	Swelling Cavity	0.333		+2%	+3%
92	Intumescent Lips	0.333		+2%	+3%
93	Intumescent Mouth	0.333	+5%		+3%
94	Sweet-Smelling Crevice	0.333		+2%	+3%
95	Intumescent Cavity	0.333	+7%	+2%	
96	Intumescent Gas Sac	0.333		+2%	+3%
97	Capacious Cavity	0.333		+2%	+3%
